handle,product_title,variant_title,sku,gtin_barcode,mpn,seo_title,seo_description,gpc,gender,age_group,condition,size_system,size_type
5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","1/70""",ASR-GOLDMESHPANNINGMATERIALS-10,00706569501049,GP2-170-51,"5-Gallon Bucket Gold Classifier Screens | ASR Outdoor","Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",1013,unisex,adult,new,US,regular
5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","1/100""",ASR-ASRINCHGREENRIFFLES,00706569268485,GP2-1100-2,"5-Gallon Bucket Gold Classifier Screens | ASR Outdoor","Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",1013,unisex,adult,new,US,regular
5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","3pc - Coarse Combo (1/2, 1/4, 1/8)",ASR-SIFTINGMESHFREEMUST-4,00644773131648,GP2-Coarse-FGP,"5-Gallon Bucket Gold Classifier Screens | ASR Outdoor","Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",1013,unisex,adult,new,US,regular
5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","3pc - Fine Combo (1/50, 1/70, 1/100)",ASR-ASRMESHPANNINGRECOVERY,00706569188523,GP2-Fine-993,"5-Gallon Bucket Gold Classifier Screens | ASR Outdoor","Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",1013,unisex,adult,new,US,regular
5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","4pc - Fine Coarse Combo (1/2, 1/8, 1/20, 1/70)",SON-CLASSIFIERSET-4PC,00060886130406,GRSCCMB-4PC,"5-Gallon Bucket Gold Classifier Screens | ASR Outdoor","Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",1013,unisex,adult,new,US,regular
5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","5pc - Full Combo (1/2, 1/8, 1/4, 1/12, 1/20)",ASR-MESHPANNINGMINERALMATERIALS-5,00706569447958,ASRO5GCS,"5-Gallon Bucket Gold Classifier Screens | ASR Outdoor","Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",1013,unisex,adult,new,US,regular
5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","9pc - Complete Combo",ASR-MESHPANNINGMATERIALSBASED,00767544497900,HT1-c4,"5-Gallon Bucket Gold Classifier Screens | ASR Outdoor","Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",1013,unisex,adult,new,US,regular
prospecting-sand-scoop-plastic-12-5-inch-trowel,"Large Gold Panning Prospector's Sand Scoop Hand Trowel (4 Colors)",Green,SON-AO125IGPSSFGP-LG-GRN,00822262536598,ASRO125GSS-408,"Gold Prospecting Sand Scoop Hand Trowel | ASR Outdoor","Heavy-duty plastic sand scoop for gold panning and metal detecting. Non-metallic so it won't rust or trigger false signals, in bright, long-lasting colors.",1013,unisex,adult,new,US,regular
prospecting-sand-scoop-plastic-12-5-inch-trowel,"Large Gold Panning Prospector's Sand Scoop Hand Trowel (4 Colors)",Black,SON-AO125IBPSSFGP-LG-BLCK,00847709604050,ASRO125BLSS,"Gold Prospecting Sand Scoop Hand Trowel | ASR Outdoor","Heavy-duty plastic sand scoop for gold panning and metal detecting. Non-metallic so it won't rust or trigger false signals, in bright, long-lasting colors.",1013,unisex,adult,new,US,regular
prospecting-sand-scoop-plastic-12-5-inch-trowel,"Large Gold Panning Prospector's Sand Scoop Hand Trowel (4 Colors)",Blue,SON-AO125IBPSSFGP-LG-BL,00863061002297,ASRO125BSS,"Gold Prospecting Sand Scoop Hand Trowel | ASR Outdoor","Heavy-duty plastic sand scoop for gold panning and metal detecting. Non-metallic so it won't rust or trigger false signals, in bright, long-lasting colors.",1013,unisex,adult,new,US,regular
prospecting-sand-scoop-plastic-12-5-inch-trowel,"Large Gold Panning Prospector's Sand Scoop Hand Trowel (4 Colors)",Orange,SON-AO125IGPSSFGP-LG-ORG,00810058489364,ASRO125GSSORG,"Gold Prospecting Sand Scoop Hand Trowel | ASR Outdoor","Heavy-duty plastic sand scoop for gold panning and metal detecting. Non-metallic so it won't rust or trigger false signals, in bright, long-lasting colors.",1013,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","0 Holes per Square Inch (container with lid)",SON-ASRO-MINISTORECONTAINER-6IN,00810131707194,MSCS,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","4 Holes per Square Inch",SON-GRNSIFTINGPAN-6IN-VAR,00855569007232,6INGRNSIFTPAN,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","10 Holes per Square Inch",SON-GRCSS10HPSI-6-GRN,00060886476894,MSCS-10,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","20 Holes per Square Inch",SON-GRCSS20HPSI-6-GRN,00060886603382,MSCS-20,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","30 Holes per Square Inch",SON-GRCSS30HPSI-6-GRN,00060886800965,MSCS-30,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","40 Holes per Square Inch",SON-GR6ISPP40HSI-6IN-VAR,00622996740380,MSCS-40,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","50 Holes per Square Inch",SON-GRCSS50HPSI-50HPS-GRN2,00855569005016,MSCS-50-1we2,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","60 Holes per Square Inch",SON-GRCSS60HPSI-6-GRN,00785691237835,MSCS-60,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","100 Holes per Square Inch",SON-GRCSS100HPSI-6-GRN,00060886480723,MSCS-100,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","3pc Coarse Set (10 20 & 30)",ASR-GRCSSS-BUN-3PC-6-GRN-BNDL,00741924889882,MSCS-3PK,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","6pc Set (10-60)",ASR-AOGPSCS6ID-BUN-6PC-SET,00151301811694,MSCS-6PK,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","8pc Complete Set",ASR-AOGPSCS6ID-BUN-8PC-SET,00810131709792,MSCS-8PK,"6-Inch Stackable Gold Classifier Screens | ASR Outdoor","Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",1011,unisex,adult,new,US,regular
gold-panning-aluminum-mini-sluice-box-with-rubber-matting-12-inch,"Mini Portable Aluminum Sluice Box with Rubber Matting Gold Prospecting Equipment, 12 Inch","Default Title",SON-PKSLUICEBOX-12X3,00855569002350,ASROPGSBGRN2,"12-Inch Mini Aluminum Sluice Box for Gold | ASR Outdoor","Compact 12-inch aluminum mini sluice box with V-shape rubber matting and wing-nut setup. No tools or assembly, packs into a backpack for field prospecting.",1013,unisex,adult,new,US,regular
pocket-sluice-box-for-gold-panning-3-riffle-tpr-rubber-groove-mat-12,"Mini Portable 3 Riffle Rubber Sluice Box Gold Prospecting Equipment, 12 Inch","Default Title",SON-POCKETSLUICEBOX-GRN,00855569007591,ASROPGSBGRN2,"12-Inch Mini 3-Riffle Rubber Sluice Box | ASR Outdoor","Pocket-sized 12-inch rubber sluice box with three riffle patterns (Hungarian, V-shape, square) to trap fine gold from tailings and concentrate. Packs anywhere.",2187,unisex,adult,new,US,regular
8-5-inch-large-plastic-sand-scoop-for-metal-detector-treasure-hunting,"8.5 inch Large Plastic Sand Scoop for Metal Detector Treasure Hunting (3 Colors)",Green,SON-AO85IGPSSFGP-LG-GRN,00810058480255,ASRO85GSS-359,"8.5-Inch Plastic Sand Scoop for Detecting | ASR Outdoor","Heavy-duty plastic sand scoop for metal detecting, with 78 half-inch holes to sift sand and rocks fast. Ideal for beach and riverbed treasure hunting.",1013,unisex,adult,new,US,regular
8-5-inch-large-plastic-sand-scoop-for-metal-detector-treasure-hunting,"8.5 inch Large Plastic Sand Scoop for Metal Detector Treasure Hunting (3 Colors)",Black,SON-GOLDSANDSCOOP-BLACK,00659393595282,7702128,"8.5-Inch Plastic Sand Scoop for Detecting | ASR Outdoor","Heavy-duty plastic sand scoop for metal detecting, with 78 half-inch holes to sift sand and rocks fast. Ideal for beach and riverbed treasure hunting.",1013,unisex,adult,new,US,regular
8-5-inch-large-plastic-sand-scoop-for-metal-detector-treasure-hunting,"8.5 inch Large Plastic Sand Scoop for Metal Detector Treasure Hunting (3 Colors)",Orange,SON-GOLDSANDSCOOP-ORANGE,00659395261123,925454,"8.5-Inch Plastic Sand Scoop for Detecting | ASR Outdoor","Heavy-duty plastic sand scoop for metal detecting, with 78 half-inch holes to sift sand and rocks fast. Ideal for beach and riverbed treasure hunting.",1013,unisex,adult,new,US,regular
asr-outdoor-16pc-beginner-geology-rock-hounding-kit-with-mining-tools-and-carry-bag,"16pc Beginner Geology Rock Hounding Kit with Mining Tools and Tool Bag","Default Title",DOY-BASIC-GEOKIT-BUN,00810058480521,TTGEOKIT13,"Beginner Rock Hounding Kit with Tools, 16pc | ASR Outdoor","Beginner rock hounding kit with a 20oz geology hammer, mining tools, and a carry bag for gem and fossil hunting. Everything to break, sort, and examine finds.",218,unisex,adult,new,US,regular
5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)","1 Pack",SON-AOC3OZGSSB-3OZ-CLR,00691167595883,ASRSB-603,"3oz Gold Snifter Bottle, Squeeze Nozzle | ASR Outdoor","Heavy-duty 3oz gold snifter bottle that suctions fine gold and nuggets from your pan into a glass vial. Squeeze-nozzle design, in 1 to 10-packs.",6000,unisex,adult,new,US,regular
5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)","2 Pack",ASRO-5INCH-SNIFTERBOTTLE-2PK,00616096865951,ASRSB-116,"3oz Gold Snifter Bottle, Squeeze Nozzle | ASR Outdoor","Heavy-duty 3oz gold snifter bottle that suctions fine gold and nuggets from your pan into a glass vial. Squeeze-nozzle design, in 1 to 10-packs.",6000,unisex,adult,new,US,regular
5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)","4 Pack",ASRO-5INCH-SNIFTERBOTTLE-4PK,00706569281453,ASRO5SNIF-4,"3oz Gold Snifter Bottle, Squeeze Nozzle | ASR Outdoor","Heavy-duty 3oz gold snifter bottle that suctions fine gold and nuggets from your pan into a glass vial. Squeeze-nozzle design, in 1 to 10-packs.",6000,unisex,adult,new,US,regular
5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)","6 Pack",ASRO-5INCH-SNIFTERBOTTLE-6PK,00855569007775,ASRO5SNIF-6,"3oz Gold Snifter Bottle, Squeeze Nozzle | ASR Outdoor","Heavy-duty 3oz gold snifter bottle that suctions fine gold and nuggets from your pan into a glass vial. Squeeze-nozzle design, in 1 to 10-packs.",6000,unisex,adult,new,US,regular
5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)","8 Pack",ASRO-5INCH-SNIFTERBOTTLE-8PK,00693944138238,ASRSB-280,"3oz Gold Snifter Bottle, Squeeze Nozzle | ASR Outdoor","Heavy-duty 3oz gold snifter bottle that suctions fine gold and nuggets from your pan into a glass vial. Squeeze-nozzle design, in 1 to 10-packs.",6000,unisex,adult,new,US,regular
5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)","10 Pack",ASRO-5INCH-SNIFTERBOTTLE-10PK,00883567095357,ASRSB-582,"3oz Gold Snifter Bottle, Squeeze Nozzle | ASR Outdoor","Heavy-duty 3oz gold snifter bottle that suctions fine gold and nuggets from your pan into a glass vial. Squeeze-nozzle design, in 1 to 10-packs.",6000,unisex,adult,new,US,regular
rubber-mat-riffled-sluice-box-matting-for-gold-recovery-27x10-inch,"Large Rubber Riffled Sluice Box Matting for Gold Recovery, 27 x 10 inch","Default Title",SON-GOLDMAT-GP-SB35-MAT,00060886247555,TRSBM,"Rubber Riffle Sluice Box Matting, 27x10-Inch | ASR Outdoor","Flexible 27 x 10-inch TPR rubber sluice box matting with three riffle patterns for gold recovery. Rolls up to rinse concentrate and wont stiffen in cold.",1013,unisex,adult,new,US,regular
mini-sluice-box-with-3-5-gallon-bucket-gold-panning-kit-20pc,"20pc Mini Pocket Sluice Box with 3.5 Gallon Bucket Gold Panning Kit (2 Styles)","Rubber Sluice Box",SON-MINISLUICEBKTKIT-RUB-20PC,00810131708559,3NSKBJ9EZ9,"Pocket Sluice Box Gold Panning Kit, 20pc | ASR Outdoor","Complete 20-piece gold panning kit with a 12-inch rubber sluice box, 3.5-gallon bucket, and classifier screens for start-to-finish processing.",1011,unisex,adult,new,US,regular
mini-sluice-box-with-3-5-gallon-bucket-gold-panning-kit-20pc,"20pc Mini Pocket Sluice Box with 3.5 Gallon Bucket Gold Panning Kit (2 Styles)","Aluminum Sluice Box",SON-MINISLUICEBKTKIT-ALUM-20PC,00810131708931,6U5FARME,"Pocket Sluice Box Gold Panning Kit, 20pc | ASR Outdoor","Complete 20-piece gold panning kit with a 12-inch rubber sluice box, 3.5-gallon bucket, and classifier screens for start-to-finish processing.",1011,unisex,adult,new,US,regular
13pc-gold-panning-backpack-kit-collapsible-bucket,"13pc Portable Gold Panning Kit with Collapsible Bucket, Mini Aluminum Sluice Box and 30L Backpack (4 Colors)",Khaki,SON-13PCGOLDKIT-BUN-KHAKI,00810058486219,ASROGPKITPARENT,"Portable Gold Panning Kit with Backpack, 13pc | ASR Outdoor","Portable 13-piece gold panning kit with a mini aluminum sluice box, collapsible bucket, gold pans, and tools in a 30L backpack. Everything to pan in the field.",361,unisex,adult,new,US,regular
13pc-gold-panning-backpack-kit-collapsible-bucket,"13pc Portable Gold Panning Kit with Collapsible Bucket, Mini Aluminum Sluice Box and 30L Backpack (4 Colors)",Black,SON-13PCGOLDKIT-BUN-BLK,00810131705237,ASROGPKITPARENT,"Portable Gold Panning Kit with Backpack, 13pc | ASR Outdoor","Portable 13-piece gold panning kit with a mini aluminum sluice box, collapsible bucket, gold pans, and tools in a 30L backpack. Everything to pan in the field.",361,unisex,adult,new,US,regular
13pc-gold-panning-backpack-kit-collapsible-bucket,"13pc Portable Gold Panning Kit with Collapsible Bucket, Mini Aluminum Sluice Box and 30L Backpack (4 Colors)",Green,SON-13PCGOLDKIT-BUN,00810058486219,ASROGPKITPARENT,"Portable Gold Panning Kit with Backpack, 13pc | ASR Outdoor","Portable 13-piece gold panning kit with a mini aluminum sluice box, collapsible bucket, gold pans, and tools in a 30L backpack. Everything to pan in the field.",361,unisex,adult,new,US,regular
13pc-gold-panning-backpack-kit-collapsible-bucket,"13pc Portable Gold Panning Kit with Collapsible Bucket, Mini Aluminum Sluice Box and 30L Backpack (4 Colors)",Brown,SON-13PCGOLDKIT-BUN-BRN,00810131705749,ASROGPKITPARENT,"Portable Gold Panning Kit with Backpack, 13pc | ASR Outdoor","Portable 13-piece gold panning kit with a mini aluminum sluice box, collapsible bucket, gold pans, and tools in a 30L backpack. Everything to pan in the field.",361,unisex,adult,new,US,regular
