"sku","parent.sku","name","age_range_description_amazon","blade_material_type_amazon","capacity_amazon","character","character_amazon","fabriccareinstruction_walmart","handle_material_amazon","item_shape_amazon","model_name_amazon","number_of_items_amazon","occasion_type_amazon","occasion_walmart","pattern_name_amazon","power_source_type_amazon","recommendeduse_walmart","shape_walmart","style","style_amazon","theme_amazon","theme_walmart","type_of_tool","voltage_amazon"
"4SN-WALLCLOCK-CAPT-62678","4SN-WALLCLOCK-PARENT","Marvel Captain America Kids Analog Wall Clock Kids Bedroom Home Decor Wall Art","Kid","","","Captain America","Captain America","","","round","","","","","","","home decor","","","","","","",""
"4SN-WALLCLOCK-SONIC-55513","4SN-WALLCLOCK-PARENT","Sonic the Hedgehog Kids Analog Wall Clock Kids Bedroom Home Decor Wall Art","Kid","","","Sonic the Hedgehog","Sonic","","","round","","","","","","","home decor","","","","","","",""
"4SN-WALLCLOCK-TOY-62675","4SN-WALLCLOCK-PARENT","Disney Pixar Toy Story Kids Analog Wall Clock Kids Bedroom Home Decor Wall Art","Kid","","","Toy Story","Toy Story","","","round","","","","","","","home decor","","","","","","",""
"4SN-XMASSTOCKING-80554X-RUZ","DLT-CHARSTOCKS-PARENT","Kids Red Jumbo Holiday Stocking with Plush Faux Fur Trim 18 Inch Tall","Kid","","","Christmas Stocking","","","","","","","","","","","home decor, christmas decor, holiday decor, gifts for kids, gifts for girls","","","","","christmas gifts, home decor, christmas","",""
"ABC-FIRETRUCK-7040","ABC-FIRETRUCKPOLCAR-PARENT","Kidplokio 360 Degree Bump and Go Fire Truck Lights and Sounds Boys Ages 3 and Up","Kid","","","","Fire Truck","","","","","","","Pretend Play","","","pretend play","Rectangle","","","transportation","First Responders","",""
"ABC-FIRETRUCKPOLCAR-BUN","ABC-FIRETRUCKPOLCAR-PARENT","Kidplokio 2pc 360 Degree Bump and Go Fire Truck and Police Car Bundle Toy Set","Kid","","","","Truck Car Bundle","","","","","","","Pretend Play","","","pretend play","Rectangle","","","transportation","First Responders","",""
"ABC-POLICECAR-8618","ABC-FIRETRUCKPOLCAR-PARENT","Kidplokio 360 Degree Bump and Go Police Car Lights and Sounds Boys Ages 3 and Up","Kid","","","","Police","","","","","","","Pretend Play","","","pretend play","Rectangle","","","transportation","First Responders","",""
"ALI-11ISBCCMTWCC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Black Function Credit Card Sized Tool with Sheath","Adult","","","","","","","","","","","","","","","","","","","","",""
"ALI-PARANECK-SER-BLK","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Serrated Fire Starter Striker Tool - Black","Adult","","","","","","","","","","","","","","Camping, Hiking","","","","","","",""
"ALI-PARANECK-SER-ORG","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Serrated Fire Starter Striker Tool - Orange","Adult","","","","","","","","","","","","","","Camping, Hiking","","","","","","",""
"ALI-PARANECK-STR-BLK","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Straight Blade Fire Starter Striker Tool - Black","Adult","","","","","","","","","","","","","","Camping, Hiking","","","","","","",""
"ALI-PARANECK-STR-ORG","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Straight Blade Fire Starter Striker Tool - Orange","Adult","","","","","","","","","","","","","","Camping, Hiking","","","","","","",""
"ALI-PINCHBOWL-SMALL-1INCH-12PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowl Ramekin Kitchen Essential, 12pc","Adult","","1","","","","","round","","","","","classic","","cooking, baking","Round","","pinch bowl","","Kitchen","",""
"SON-SSSWCTS-7PC","SON-SSDESWCT-PARENT","Universal Tool Spatula Wax Carver Ceramic Pottery Double Ended Tool Set, 7pc","Adult","","","","","","","","","","","","","","crafting, carving, hobbies, art projects, pottery","","","","","","",""
"ALI-PINCHBOWL-SMALL-1INCH-2PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 2pc","Adult","","1","","","","","round","","","","","classic","","cooking, baking","Round","","pinch bowl","","Kitchen","",""
"ALI-PINCHBOWL-SMALL-1INCH-4PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 4pc","Adult","","1","","","","","round","","","","","classic","","cooking, baking","Round","","pinch bowl","","Kitchen","",""
"ALI-PINCHBOWL-SMALL-1INCH-8PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowl Ramekin Kitchen Essential, 8pc","Adult","","1","","","","","round","","","","","classic","","cooking, baking","Round","","pinch bowl","","Kitchen","",""
"ALUMCASE-CONTAINERS-12PC","ALUMCASE-CONTAINERS-PARENT","12pc Jewelery and Crafting Small Aluminum Container Jars","Adult","","","","Frozen","","","","","","","","","","crafts, small objects, organization, hobbies","","","","","","",""
"ALUMCASE-CONTAINERS-15PC","ALUMCASE-CONTAINERS-PARENT","Universal Hobby Aluminum Storage Display Container Set & Case (Various Packs)","Adult","","","","Frozen","","","","","","","","","","","","","","","","",""
"ALUMCASE-CONTAINERS-20PC","ALUMCASE-CONTAINERS-PARENT","Universal Hobby Aluminum Storage Display Container Set Case (Various Packs)","Adult","","","","Frozen","","","","","","","","","","hobbies, crafts, storage, jewelry making","","","","","","",""
"ASR-11ISBCCMTWCC-100PC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor Black 11 in 1 Multi Function Credit Card Sized Tool - 100 Pack","Adult","","","","","","","","","","","","","","","","","","","","",""
"ASR-11ISBCCMTWCC-10PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Function Black Credit Card Sized Tool - 10 Pack","Adult","","","","","","","","","","","","","","","","","","","","",""
"ASR-11ISBCCMTWCC-20PC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor Black 11 in 1 Multi Function Credit Card Sized Tool - 20 Pack","Adult","","","","","","","","","","","","","","","","","","","","",""
"ASR-11ISBCCMTWCC-50PC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Function Black Credit Card Sized Tool - 50 Pack","Adult","","","","","","","","","","","","","","","","","","","","",""
"ASR-11ISBCCMTWCC-5PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Function Black Credit Card Sized Tool - 5 Pack","Adult","","","","","","","","","","","","","","","","","","","","",""
"ASR-11ISCCMTWCC-100PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(100 Pack)  Outdoor 11 in 1 Multi Function Credit Card Sized Tool","Adult","","","","","","","","","","","","","","Survival, Tool, Multi-Tool, Camping","","","","","","",""
"ASR-11ISCCMTWCC-10PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(10 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","Adult","","","","","","","","","","","","","","Survival, Tool, Multi-Tool, Camping","","","","","","",""
"ASR-11ISCCMTWCC-20PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(20 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","Adult","","","","","","","","","","","","","","Survival, Tool, Multi-Tool, Camping","","","","","","",""
"ASR-11ISCCMTWCC-50PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(50 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","Adult","","","","","","","","","","","","","","Survival, Tool, Multi-Tool, Camping","","","","","","",""
"ASR-11ISCCMTWCC-5PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(5 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","Adult","","","","","","","","","","","","","","Survival, Tool, Multi-Tool, Camping","","","","","","",""
"ASR-550LBSSSPRWC100FT-BUN-100PK-100FT","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Woodland Camo - 100ft","Adult","","","","Frozen","","","","","","","","","","","","","","","","",""
"ASR-550LBSSSPRWC500FT-BUN-500PK-500FT","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Woodland Camo - 500ft","Adult","","","","Frozen","","","","","","","","","","","","","","","","",""
"ASR-550LBSSSPRWC50FT-50FT","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Woodland Camo - 50ft","Adult","","","","Frozen","","","","","","","","","","","","","","","","",""
"ASR-AOBSCWBB-BUN-8PK-SML-BLCK","ASR-AOBSCWBB-PARENT","ASR Outdoor 8 Pack Utility Stretch Shock Cord Plastic Ball Cord Camping Gear, Black","Adult","","","","Frozen","","","","","","","","","","camping, hiking, backpacking, boating, garage","","","","","","",""
"ASR-AOCEP-BUN-4PK-U-CLR","SON-PONCHOSET-PARENT","(4 Pack) ASR Outdoor Clear Rain Poncho with Hood for Emergency Survival Camping Gear","Adult","","","","Frozen","","","","","","","","","","camping, hiking, outdoors, weather resistance, rain resistance","","","","","","",""
"ASR-AOSBPRBS500FT-BUN-500PK-500F-BLCK","SON-550PARACORDROPE-PARENT","Survival Black Paracord Rope Breaking Point 550 Pounds - 500 ft","Adult","","","","TMNT","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","Outdoor Survival","","","","",""
"ASR-AOSOGPRBS500FT-BUN-500PK-500F-OLVDRB","SON-550PARACORDROPE-PARENT","Survival OD Green Paracord Rope Breaking Point 550 Pounds - 500 ft","Adult","","","","","","","","","","","","","","","","Outdoor Survival","","","","",""
"ASR-ASRGLASSDRAMADDITION-2","SON-144PCGLASSVIALS-PARENT","144pk 1 1/3 Dram Small Glass Vials with Screw On Cap, Hobby and Craft Lab Sample Vial Set","Adult","","","","Incredibles","","","","","","","","","","gold prospecting, outdoors, camping, hiking, hobby","","","","","","",""
"ASR-ASROUTDOORBLACKSTRETCH","ASR-AOBSCWBB-PARENT","ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord Camping Tool 100pk","Adult","","","","Zebra","","","","","","","","","","camping, hiking, backpacking, boating, garage","","","","","","",""
"ASR-ASROUTDOORBLACKSTRETCH-2","ASR-AOBSCWBB-PARENT","ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord Camping Tool 25pk","Adult","","","","Jake and the Never Land Pirates","","","","","","","","","","camping, hiking, backpacking, boating, garage","","","","","","",""
"ASR-ASROUTDOORBLACKSTRETCH-25","ASR-AOBSCWBB-PARENT","ASR Outdoor 25 Pack Utility Stretch Shock Cord Plastic Ball Cord Camping Gear, Black","Adult","","","","Jake and the Never Land Pirates","","","","","","","","","","camping, hiking, backpacking, boating, garage","","","","","","",""
"ASR-ASROUTDOORBLUEEMERGENCY-4PK-2","SON-PONCHOSET-PARENT","ASR Outdoor Emergency Poncho Blue Polyethylene Rain Gear Camping One Size","Adult","","","","Frozen 2","","","","","","","","","","camping, hiking, outdoors, weather resistance, rain resistance","","","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 10 Pack","Adult","","","","JoJo Siwa","","","","","","","","","","","","","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT-2","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 6 Pack","Adult","","","","JoJo Siwa","","","","","","","","","","","","","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT-3","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 4 Pack","Adult","","","","JoJo Siwa","","","","","","","","","","","","","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT-4","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 8 Pack","Adult","","","","JoJo Siwa","","","","","","","","","","","","","","","","",""
"ASR-COTTERPIN-10PK","ASR-COTTERPIN-PARENT","ASR Tactical Replacement Safety Pin for Trip Wire Perimeter Alarm Signal Device (Pin Only) - 10 Pack","Adult","","","","","","","","","","","","","","home security, personal security, yard security, preventing trespassers, preventing intruders","","","","","","",""
"ASR-COTTERPIN-25PK","ASR-COTTERPIN-PARENT","ASR Tactical Replacement Safety Pin for Trip Wire Perimeter Alarm Signal Device (Pin Only)  - 25 Pack","Adult","","","","","","","","","","","","","manual","home security, personal security, yard security, preventing trespassers, preventing intruders","","","","","","",""
"LST-DIECASTCARSET-25PC","LST-DIECASTCARSET-PARENT","KidPlay Action Toy Diecast Race Car Vehicle Play Set - 25pc","Kid","","","Race Cars","Race Cars","","","","","","","","","","indoor play, outdoor play, playing, entertainment, gifts for boys","","","","","","",""
"SON-AO125IGPSSFGP-LG-GRN","SON-SANDSCOOPER-PARENT","ASR Outdoor 12.5 Inch Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Green","Adult","","","","","","","","","","","","","","gold prospecting, outdoors, camping, hiking, metal detector","","","","","Gold Panning, Metal Detector","",""
"SON-12UCZTW8MM-100PC","SON-100PKZIPTIES-PARENT","100pk Universal Utility Cable Zip Ties White 12 Inch X 8 mm","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-100FTGNGPR550LBS-100FT-NNGRN","SON-550PARACORDROPE-ASRO-PARENT","100ft Neon Green Glowing Paracord Rope 550lbs Breaking Strength Survival Cord","Adult","","","","","","","","","","","","","","kevlar, outdoors, camping, hiking, emergency","","","","","","",""
"NPT-BEEDBK-2PC","NPT-ANIMALHUNTINGKNIFE-PARENT","ASR Outdoor Collectible Black Eagle Etched Dagger Knife","Adult","","","Patriotic Eagle","","","","","","","","","","","","","Fixed Blade","","","","",""
"NPT-135CKWAEFSAH-135","NPT-ANIMALHUNTINGKNIFE-PARENT","13.5"" American Eagle & Flag Collector Hunting Knife with Scabbard & Etched Blade","Adult","","","Patriotic Eagle","","","","","","","","","","","","","USA Eagle","","","","",""
"ASR-GRIPREDKEEPSPORTING","CARABINER-JUMBO-PARENT","(2 Pack) ASR Outdoor Jumbo 6.5 Inch XL Key Chain Hand Grip Black and Silver","Adult","","","","","","","","","","","","","","Carabiner, Large, Soft Handle, Aluminum, Dog Leash","","Carabiner","","","","",""
"ASR-GRIPREDKEEPSPORTING-2","CARABINER-JUMBO-PARENT","(2 Pack) Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Pink and Black","Adult","","","","JoJo Siwa","","","","","","","","","","","","Carabiner","","","","",""
"ASR-HWW8HPS-BUN-100PK-SML","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (100 Pack)","Adult","","","","Dream Big","","","","","","","","","","camping, hiking, outdoors","","","","","","",""
"ASR-HWW8HPS-BUN-10PK-SML","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (10 Pack)","Adult","","","","Dream Big","","","","","","","","","","camping, hiking, outdoors","","","","","","",""
"ASR-HWW8HPS-BUN-25PK-SML","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (25 Pack)","Adult","","","","Dream Big","","","","","","","","","","camping, hiking, outdoors","","","","","","",""
"ASR-HWW8HPS-BUN-50PK-SML-ORNG","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (50 Pack)","Adult","","","","Dream Big","","","","","","","","","","camping, hiking, outdoors","","","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-100FT-8","TWL-HMPE260-KEVLARCORD-ATAC-PARENT","ASR Tactical Braided HMPE Cord 260lb Strength Survival Cord Rope, 100ft Black","Adult","","","","JoJo Siwa","","","","","","","","","","","","","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-13","TWL-HMPE260-KEVLARCORD-BLK-PARENT","ASR Outdoor HMPE 260LB Utility Cord, Multipurpose Braided Line, 25ft Black","Adult","","","","JoJo Siwa","","","","","","","","","","","","","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-15","TWL-HMPE260-KEVLARCORD-BLK-PARENT","ASR Outdoor HMPE 260LB Utility Cord, Multipurpose Braided Line, 100ft Black","Adult","","","","JoJo Siwa","","","","","","","","","","","","","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-21","TWL-HMPE260-KEVLARCORD-BLK-PARENT","ASR Outdoor HMPE 260LB Utility Cord, Multipurpose Braided Line, 500ft Black","Adult","","","","Assorted","","","","","","","","","","","","","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-7","TWL-HMPE260-KEVLARCORD-ATAC-PARENT","ASR Tactical Braided HMPE Cord 260lb Strength Survival Cord Rope, 25ft Black","Adult","","","","Jojo Siwa","","","","","","","","","","","","","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-9","TWL-HMPE260-KEVLARCORD-ATAC-PARENT","ASR Tactical Braided HMPE Cord 260lb Strength Survival Cord Rope, 500ft Black","Adult","","","","Jojo Siwa","","","","","","","","","","","","","","","","",""
"ASR-LBSSTRENGTHSURVIVALPARACORD","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Desert Camo - 500ft","Adult","","","","Police Department","","","","","","","","","","","","","","","","",""
"ASR-LBSSTRENGTHSURVIVALPARACORD-2","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Desert Camo - 25ft","Adult","","","","Mickey Mouse","","","","","","","","","","","","","","","","",""
"ASR-LBSSTRENGTHSURVIVALPARACORD-3","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Desert Camo - 50ft","Adult","","","","Mickey Mouse","","","","","","","","","","","","","","","","",""
"ASR-MSFEW-BUN-4PK","SON-FLOATWHISTLE-PARENT","(4 Pack) Marine Safety Loud Floating Emergency Whistle for Boating Survival Kits","Adult","","","","Mickey Mouse","","","","","","","","","","emergency, survival, boating","","Marine Safety Kits","","","","",""
"ASR-MSFEW-BUN-72PK","SON-FLOATWHISTLE-PARENT","(72 Pack) Marine Safety Loud Floating Emergency Whistle for Boating Survival Kits","Adult","","","","Mickey Mouse","","","","","","","","","","emergency, survival, boating","","","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-12PK","ASRO-PARABRACEBUCKLE-PARENT","(12 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","Adult","","","","Minnie Mouse","","","","","","","","","","hiking, camping, rock climbing, outdoor gear, tactical","","Paracord","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-24PK","ASRO-PARABRACEBUCKLE-PARENT","(24 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","Adult","","","","Minnie Mouse","","","","","","","","","","hiking, camping, rock climbing, outdoor gear, tactical","","Paracord","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-48PK","ASRO-PARABRACEBUCKLE-PARENT","(48 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","Adult","","","","Minnie Mouse","","","","","","","","","","hiking, camping, rock climbing, outdoor gear, tactical","","Paracord","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-96PK","ASRO-PARABRACEBUCKLE-PARENT","(96 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","Adult","","","","Minnie Mouse","","","","","","","","","","hiking, camping, rock climbing, outdoor gear, tactical","","Paracord","","","","",""
"ASRO-TECHNORA-950-ROPE-NATURAL-100FT","ASRO-TECHNORA-950-ROPE-NATURAL-PARENT","ASR Outdoor Braided Technora 950lb Emergency Survival Cord Rope, Natural 100 feet","Adult","","","","Minnie Mouse","","","","","","","","","","kevlar cord, paracord, hiking survival, camping survival, survival cord","","","","","","",""
